collagen_1,collagen_3,collagen_4,collagen_10,collagen_14,collagen_15,collagen_18,collagen_27
0.6169521623719391,0.8389135956749225,0.6335754451216689,0.6728971733590724,1.5789655506364477,-0.3130494910912567,-1.1831054313483433,1.3860308475943004
0.7575802846927456,1.6076170031722297,0.7504607546385533,0.706379241042199,1.5241059322130364,1.2860200968423543,1.1846253505323685,1.2836239147501836
-0.8823826199158112,0.4376902743325708,-0.9309848042767798,-1.0045647005345815,0.6909536794843772,2.147200434248576,2.2618709710433973,1.2119170502086127
0.6714692778999638,-0.3417152638746995,0.7670448426975037,0.8829139500476235,-0.784423739470282,0.9814747139995821,0.10911188073284601,-0.0995818829611597
1.201533634910332,0.4630775341956162,1.16514087216462,1.107383898472869,-0.784423739470282,0.35661299077430125,0.997142539915729,-0.39030405937153956
0.3248231225591,1.5735399997962864,0.3091660935848253,0.32340499850442717,1.6303470420271016,-0.7998670036224429,0.27706100901623404,-1.0926540075177114
-1.9818922418275404,-1.3899602123965806,-2.082898899212981,-2.2256564082382795,-0.784423739470282,-2.121167273420032,-1.1406799759396178,-0.33487022168300995
-1.6922773564900802,-0.24703403085548475,-1.755687261088945,-1.7974006329924987,-0.784423739470282,0.4341932269517664,-0.10605674779238525,0.9795035188826247
-0.375450436136358,-2.0403889069795604,-0.2687265636276601,-0.18850031538511636,-0.784423739470282,-0.8477182413951385,-0.8564960583766669,0.20768613396032126
0.6030439267660054,-0.2867076298453436,0.7327230924618624,0.8875268063970984,1.4020872111583629,0.3864527010160996,-0.5522799753359965,-1.4406645266161306
1.2499820068495997,0.9312707609494222,1.1461121104405594,1.0045046523915975,1.6056471568737178,-0.6845885668891409,0.36005397600043765,-1.044538327400735
0.2238066372201254,-1.05368339409345,0.21668207404387949,0.08231042058960843,-0.784423739470282,-0.7149399789377165,0.9549519748511981,-1.3303175341199651
-1.4225926544345648,0.6683674007239365,-1.5148077898908003,-1.6527684493287114,-0.784423739470282,-0.8540435180823419,0.5753753481502702,-1.1878950528514076
0.8723826052342257,1.0819302466883183,0.897791887495782,0.9603228705265625,1.6896482378685729,0.3255691131961141,0.49326068708967674,0.26167568108677147
-0.2740068978441807,-0.615514022131201,-0.23410871555295995,-0.16732746667694826,-0.784423739470282,-1.451685188147997,-1.38014687900051,0.419651091398563
-0.050804345616806974,0.12528950387598797,-0.045369217016240165,0.017236059613610823,-0.784423739470282,-0.5538537805854208,0.5859737040739038,1.2436929137498047
0.8609457563278984,1.803129435205174,0.8623869918060239,0.8519961536717633,-0.784423739470282,-0.6264050989667743,-0.4430287482653412,1.4927440066024267
0.4732353075610211,0.13583455792617005,0.4657021713442595,0.4599054022786937,-0.784423739470282,-0.7268247981968766,-1.1185273405320233,0.3580831847591676
-0.5405157721521604,-1.8320908336096051,-0.4900193485206046,-0.42613765135109594,-0.784423739470282,-2.3732765841074266,-1.489329173770397,1.4773952508428663
1.4239610552969888,-0.5280174279337004,1.2947639911832405,1.148779690444334,-0.784423739470282,-0.632551725066515,0.7644750014064909,1.8757949988005251
-1.6538155562994445,0.19269882035169217,-1.6969433441445891,-1.75539490745214,-0.784423739470282,0.945731874112972,-0.021759505126739118,0.4065028307790283
0.2679611342159323,1.0250595741243533,0.27516378692649773,0.3419183713683373,0.8149932580515253,1.7704276034931152,-0.1735734512113734,-0.17634407933637775
1.6102099732568176,-0.04087845396223928,1.5027542742490854,1.339921446249509,1.2047886622212811,0.24040736990498737,-0.18577510377307088,-1.360457723305213
0.5364220992948742,0.11980952545178336,0.4960091679370682,0.46992885085817493,1.648361297059664,0.15412073492888212,-1.0615097435383687,-0.8563307892581804
0.16076953745006242,-0.5635345053891496,0.16783049977662834,0.18809240877138866,-0.784423739470282,0.4269271924188854,-0.3283439162983484,-0.04148873913461049
-0.4892132166071224,-0.5184862290980561,-0.5010876504344234,-0.5029183602328237,0.7690077548823896,-1.214871289111325,0.1249947421128657,-0.5715917234866258
0.98699145342405,-0.6971350889880772,1.1475375527270766,1.2297368052550988,0.8801080719439933,0.9229099617737783,2.065330596528473,-0.31604683309578263
-0.2625395915184565,0.10468564579933895,-0.2784847428246777,-0.291888999135704,-0.784423739470282,-0.2691504668369489,-1.2901684766238481,1.2519190316308084
-0.736453943174961,0.9415610951578494,-0.7328122402309817,-0.666059249552251,-0.784423739470282,0.1621934211802985,0.37077696758072437,0.5870262228407118
1.1734690799476397,0.6143506805802927,1.136666615146241,1.0605828254469476,1.3970762282107183,1.3862242082029526,-1.2233409482162703,-0.6035038545531876
-1.7103453250636422,-0.3984048172907419,-1.7526904077041892,-1.8039247014705686,-0.784423739470282,0.3690348872739919,0.3009274228488782,1.5842030940101204
-1.3011136438646227,-0.5737562441168261,-1.2031783801570886,-0.995164918764448,-0.784423739470282,-1.8444475939214913,-1.3034688147628881,-1.3544906049278636
-0.7367333358220298,0.12309208528252145,-0.6781472570847598,-0.5904806154926833,-0.784423739470282,-0.024631412447205882,-0.3185748435354161,0.5127316707123766
1.2127661906630867,-0.07539557127349385,1.1940527988795429,1.1319328520957483,1.4715994051209378,1.5499572895326885,1.0286751345813083,0.7892654863676882
-0.13844147953569097,-0.20077251246092906,-0.10971154135310202,-0.11073555553300293,-0.784423739470282,0.8396862704064901,1.4646462526194517,-0.10464456744891325
-0.1700043632302363,1.8767042486001784,-0.19707330645226695,-0.29141985636395107,-0.784423739470282,0.688624409199028,0.35300018562888197,0.8982721804878399
-1.0109691517165533,-0.382814250127864,-1.0070649771304032,-0.9756394780643738,-0.784423739470282,0.716891244526445,1.7289744117141437,0.8240166254224291
-1.0629626094110325,1.5115046941311845,-1.1073432427628378,-1.1973216428609608,-0.784423739470282,-0.7083911020557663,1.6870090361869614,-0.8076845760991712
0.29815270730751725,-0.6939712294865742,0.3866933153157142,0.4689792959565887,-0.784423739470282,1.3617501981087254,0.11827092837511603,0.9422279386687443
-0.08287283877180573,1.1120311566570316,-0.05132510431146717,0.066089478229666,1.1712877362777678,0.4057391966487417,0.7527478721416976,-0.752625743738856
1.4143988049156224,0.8707175344874554,1.3268956124083386,1.2164574615042942,-0.784423739470282,-0.3408069143984985,-0.604022116982379,1.4411691913471927
-0.46098479320190644,-0.5660696211474463,-0.30845460482044823,-0.30102227484030813,-0.784423739470282,-3.202252417424911,-0.11163107853828833,0.20608440645722687
-0.6802343381195071,0.38173040354561855,-0.5302814546033933,-0.2719542706707398,-0.784423739470282,2.0525775118168768,-0.03669839335838659,0.6112185096260574
0.7051177741436806,1.1678614301192722,0.6733893811123061,0.623718860226441,-0.784423739470282,-0.25983030109573696,1.188007248146851,-0.2620877164579747
0.5607591680379644,-1.3435613440598886,0.5205255663455717,0.49521448096855897,1.388550465435601,-0.6157799261213112,-0.6252405936311295,-0.01615680936684089
0.488392342646765,-0.4245836879555278,0.5899814432305562,0.6136186032262301,1.1117145088155511,0.8308897565967651,0.8983621283911438,0.9807453241985776
-0.11911095608896402,-0.22184342624488412,-0.06324592443245851,0.09352528887331629,1.494957063566933,-1.3751445623765313,-1.5411365638564603,-0.5097634359957013
1.507751212404501,-0.009412161428603159,1.424000363532639,1.273323303138383,1.1348489617015118,-1.084870643454192,-1.047176044816393,-1.3584549679386877
-0.15886479177802135,0.17664993175648452,-0.10362098781416106,-0.029000558643635748,1.212488273912655,-0.9149072547668132,-0.04308725757827071,-1.3281963756926773
-0.013407613191476583,0.5238252386321708,0.008882600905095501,-0.030011416874705085,-0.784423739470282,1.9835589768810904,0.20850084370345956,-1.338194308774908
0.6605532910162641,-1.1131174687230607,0.8364082933048166,0.8680366301208573,-0.784423739470282,-0.07114226164541153,-0.9576017419291579,-1.9509288825111413
1.1350191092862634,1.804671192863061,1.0285407202693342,0.9211368333189712,1.1311886677203056,-1.447195484688517,-0.6106077843540564,-0.8677554914073636
-0.09645013147707929,-0.08323866474532628,-0.03211490750052197,0.14791495922903317,-0.784423739470282,-0.1503801620331032,-0.7212607746834231,0.6147576037545804
0.6707560663772927,-1.3082646752447258,0.5963788166964742,0.5166536866634706,1.0211678160416464,-1.1463633465589118,-0.5039380057519146,-1.4025772656668205
1.3279667936029889,-0.23722515041132014,1.3038840138491337,1.237349733713652,1.403573401690775,-0.7551762866147587,-1.0586711970024005,1.5990516177003955
-0.49417727514743215,0.8663716871316747,-0.5080516743638179,-0.5486141488102692,-0.784423739470282,-0.292935040709203,1.3005788011879993,-0.6939858033013844
-0.2912554543360491,-0.47358796897084154,-0.25279999202351594,-0.24755106822818726,1.187444145849866,0.5185817240240793,-0.7401527347020692,-0.5226126836721708
0.936572411030462,-1.6695532539046933,0.9839284034739748,0.9979786148987893,0.7546936965162482,0.6371217298166205,-0.5131777149650406,-1.3133229682834262
1.2399944629627484,1.5120916457408622,1.2500344432418817,1.191384149346487,1.6110149664438085,0.1051441594488909,1.3546290169507522,-0.16421477028940326
-0.36630110546734795,0.15376648027541617,-0.3516749110351075,-0.2582866396078039,-0.784423739470282,-0.8708821464475093,0.5821692625296953,-0.36067068100913247
0.8959653252668163,0.08924461430987872,0.990421380923291,1.0519848231058848,-0.784423739470282,-1.1286672256325205,-1.678571578284136,-0.784306276340207
