handc_mean_contrast_D1,handc_mean_correlation_D1,handc_mean_sum_of_squares_D1,handc_mean_sum_variance_D1,handc_mean_IMC1_D1,handc_mean_sum_of_squares_D2,handc_mean_sum_variance_D2,handc_mean_IMC1_D2,handc_mean_correlation_D3,handc_mean_sum_of_squares_D3,handc_mean_IDM_D3,handc_mean_sum_variance_D3,handc_mean_difference_entropy_D3,handc_mean_sum_of_squares_D4,handc_mean_sum_variance_D4,handc_mean_IMC1_D4,handc_median_contrast_D1,handc_median_IDM_D1,handc_median_difference_entropy_D1,handc_median_IMC1_D1,handc_median_difference_variance_D2,handc_median_correlation_D3,handc_median_difference_variance_D4,handc_skewness_ASM_D1,handc_skewness_contrast_D1,handc_skewness_correlation_D1,handc_skewness_IMC2_D1,handc_skewness_ASM_D2,handc_skewness_correlation_D2,handc_skewness_IDM_D2,handc_skewness_difference_variance_D2,handc_skewness_IMC2_D2,handc_skewness_ASM_D3,handc_skewness_IDM_D3,handc_skewness_difference_variance_D3,handc_skewness_IMC1_D3,handc_skewness_IMC2_D3,handc_skewness_ASM_D4,handc_skewness_correlation_D4,handc_skewness_IDM_D4,handc_skewness_difference_variance_D4,handc_skewness_IMC2_D4,handc_variance_correlation_D1,handc_variance_sum_of_squares_D1,handc_variance_sum_average_D1,handc_variance_sum_variance_D1,handc_variance_correlation_D2,handc_variance_sum_of_squares_D2,handc_variance_sum_average_D2,handc_variance_sum_variance_D2,handc_variance_difference_variance_D2,handc_variance_IMC1_D2,handc_variance_contrast_D3,handc_variance_sum_of_squares_D3,handc_variance_sum_average_D3,handc_variance_sum_variance_D3,handc_variance_IMC1_D3,handc_variance_correlation_D4,handc_variance_sum_of_squares_D4,handc_variance_sum_average_D4,handc_variance_sum_variance_D4,handc_variance_difference_variance_D4,handc_variance_IMC1_D4,handc_kurtosis_contrast_D1,handc_kurtosis_correlation_D1,handc_kurtosis_sum_average_D1,handc_kurtosis_sum_entropy_D1,handc_kurtosis_Entropy_D1,handc_kurtosis_IMC1_D1,handc_kurtosis_contrast_D2,handc_kurtosis_sum_average_D2,handc_kurtosis_sum_entropy_D2,handc_kurtosis_Entropy_D2,handc_kurtosis_difference_variance_D2,handc_kurtosis_difference_entropy_D2,handc_kurtosis_correlation_D3,handc_kurtosis_IDM_D3,handc_kurtosis_sum_average_D3,handc_kurtosis_sum_entropy_D3,handc_kurtosis_Entropy_D3,handc_kurtosis_difference_entropy_D3,handc_kurtosis_IMC1_D3,handc_kurtosis_contrast_D4,handc_kurtosis_sum_average_D4,handc_kurtosis_sum_entropy_D4,handc_kurtosis_Entropy_D4,handc_kurtosis_difference_variance_D4,handc_kurtosis_difference_entropy_D4
1.1669131931592316,-0.2229704452513129,0.6846983377821565,0.6842857365768613,-0.24294028280599153,0.6846578818064676,0.6838617771241461,-0.188378210630759,-0.47362586570048915,0.6846603576785182,-1.037127470036011,0.6842753740108193,0.909819367523208,0.6846579094012691,0.6838620019671694,-0.18848096028769876,1.1041035177621288,-1.0439149828306251,0.8747293051913541,-0.20286224349756848,0.7716806324647263,-0.5748752614319398,0.7717952251721929,-0.5548973100052005,-0.21158553389318183,0.7553264563097835,0.6498751663293401,-0.5433535749323853,1.5780688863328685,0.9132890610746878,-0.6618994678517105,0.6493316787625342,-0.5532068291511523,1.4991989287142693,-0.6851001463012119,-1.9664766949537398,0.6493470186863237,-0.5433551117127116,1.5769689614352624,0.9128399117598993,-0.6619265522410424,0.6493201505533095,-0.6637719175047007,1.136160307151211,-0.4603528274217415,1.1361095010562652,-0.34319250865597783,1.1361318421781785,-0.4603346235767077,1.1367247953684467,0.6310928347764876,-0.6497801638695829,-0.013527421067495674,1.136098256491421,-0.46033838860576554,1.1367416987905343,-0.4655896816012773,-0.3436951465188859,1.1361319166274066,-0.4603346498308217,1.1367241869414562,0.6310729705879462,-0.6499716239107769,-0.6168883643643142,1.174455396249835,0.39452058994336286,-0.29629497403718524,-0.2995500445325027,1.480820255120767,-0.2576916212488457,0.3944959931017624,-0.29629160339179905,-0.30299232995109976,-0.4821116320368868,1.3923634734397927,1.6045267248672093,2.4793221774388012,0.39442608054976863,-0.29666258981868393,-0.30086048266352555,2.449394861220357,3.1793552916105203,-0.25900849819454097,0.3944960796373261,-0.2963059010657496,-0.30299679352231884,-0.48207836915463254,1.3909005353956965
-0.7254622003404937,-1.4259308377248712,-1.0581758362898315,-1.0583002877626464,1.330390013131364,-1.0581642995903024,-1.0584668246939481,1.4014768452958408,-1.5111230216401297,-1.0581388572323074,-0.06323273858941605,-1.0583175103250153,0.07578714788148833,-1.0581643253947066,-1.0584666993800649,1.4012156605953128,-0.6004788752741723,0.11001980518631821,-0.06182918888110621,1.2147980097344095,0.21658533476429617,-1.4452351678785247,0.21648706327170766,-0.7429633000972734,1.5224301817002468,1.1915988438298815,0.7247820268358193,-0.7450604304376983,1.0093241703649187,-0.005817518082172199,-0.5190236181028386,0.7257285271020479,-0.7427780308094987,-0.3790424419546089,-0.5524898932213617,-0.3552098377615805,0.7260859015955021,-0.7450572294840612,1.0104247553441041,-0.004006394564684205,-0.5190187531889927,0.7257365589267917,-0.33082766901982796,-0.9334441209073266,-0.7714029259750547,-0.9332282526063491,-0.289371512429469,-0.9334635307661401,-0.7714178395563412,-0.9331275723945991,-0.6355485481272146,-0.9123115203206564,-0.9070313875902778,-0.9334862984079193,-0.7714155559868633,-0.9333656190748368,-0.9326694955084911,-0.2886880024870611,-0.9334634650108921,-0.7714178246856211,-0.9331274957929776,-0.6355473587629898,-0.9120651143447285,4.300175656846755,0.5304913696071787,-0.04144692243342383,-0.15194247745248504,-0.15610571661952105,1.1640766647936218,1.9112754415254003,-0.04151554433930892,-0.15413298377887413,-0.16210510280994053,-0.3584347134500645,0.12668798102516393,0.14506464561430044,-0.39400090576798064,-0.04157809811965903,-0.15067421143643597,-0.15580525502167303,-0.40106133544505074,0.19500555699184519,1.8975962410311307,-0.04151558385399387,-0.1541182101925343,-0.1621089898855484,-0.35839224999209857,0.12793659102729635
-0.9946859144553878,-0.1929315365896321,-0.7212084849279626,-0.7209396379354821,0.7948163761971248,-0.721253192019853,-0.7208311923117888,0.8857632432070145,-0.68913525251347,-0.7212582621402663,0.6971962017052111,-0.7211047919588954,-0.5561927118843493,-0.7212531636880488,-0.7208313448114987,0.885611362791881,-0.8255681596365948,0.7070234348824995,-0.6320737465493906,0.7814192282294847,-0.4437879926962413,-0.7498837504562847,-0.44384069788660413,-0.1528551498472644,-0.8402589628529076,0.25463625511317356,-0.1291874428303684,-0.15558580969235283,0.7538347844226112,-0.27477434581453963,-0.08687615217964507,-0.1325366962487245,-0.15310508136398343,0.018689016618700035,-0.16874363866328732,-0.9546326189069839,-0.13022648405732198,-0.15558654065896105,0.7541513858291392,-0.2744593717251181,-0.08690019622860361,-0.13255382443232094,0.7519388403905085,-0.24565793204698516,4.312798625944909,-0.2454741222125566,0.8923698190772357,-0.24568800456196505,4.31278500059231,-0.2454100530027795,2.0249587359699146,1.2533660531225919,-0.38897054445060525,-0.2457406203325581,4.312851394701392,-0.2456463814661718,1.4668547126516651,0.8929361924839214,-0.24568798079864967,4.312784977038795,-0.2454101678949916,2.024929169014047,1.2539674846810724,-0.7160892937551996,-0.018026571053701652,-1.2007975001793887,-0.24999746444862642,-0.2503776844122233,0.04773733200086074,-0.5425331117028667,-1.2007883433746558,-0.25049289372024064,-0.2509600802759478,-0.42979581726242844,-0.6147464207750284,0.09398041214527439,-0.42275016325152276,-1.2007777938184854,-0.24981744554248034,-0.24972690808438028,-0.27635502408763085,0.665946451702076,-0.5415833954631052,-1.2007883382507,-0.25050027822929266,-0.2509680842370109,-0.42975774457882676,-0.6146955506372023
0.09450119276020272,-0.18234636221422743,-0.40111428693766354,-0.40142269379810586,0.29408472369580063,-0.4010701918064232,-0.4018234969470441,0.34230810217057117,-0.5739234037061631,-0.40110323987371366,-0.7129254212346035,-0.40154894213701514,0.6025940988479651,-0.40107022636236006,-0.40182380633117193,0.34236009713187343,0.35615058326614574,-0.5820789886300091,0.5368191407662658,0.200281031678433,-0.8944112675189204,-0.368648487169067,-0.8945245169246393,0.09001414155160121,-1.362489581307031,-0.3659525401928025,0.0453653112973035,0.08827270505822252,-0.15827497768565463,-0.04249927530644499,0.28120566491408294,0.05131297853408819,0.08937869460363444,-0.09750151665565196,0.17198522470601002,0.7192679190285662,0.04225681921841794,0.08826356389295953,-0.15494054357357892,-0.04244627268351542,0.2814204614942995,0.05127720263455002,-1.6774921068937634,-0.9413557916503912,-0.788631866338646,-0.9412431023362762,-1.6041215708625598,-0.9413596191181867,-0.7886533574043328,-0.9412281280085281,-1.2401071298565949,-1.605649725628392,-0.5834882124114862,-0.9413968567195733,-0.7886487671402204,-0.9413779972433747,-1.5157354539890733,-1.6044764148072879,-0.9413595553543076,-0.7886533512473609,-0.9412283042872148,-1.24008301176119,-1.605739954122834,-0.8165260617436246,0.4759051948419105,-0.7326236802991107,0.04438409972840388,0.052233223355760805,0.6318967027835513,-0.7327713290076954,-0.7325673093605746,0.04236241413772676,0.05494294722582859,0.05506714537395098,-0.41665906641020484,1.3802943330705135,-0.4472352730287515,-0.7325325713126047,0.04404388603632572,0.049599130225759305,-0.5373657602131632,-0.43160175167457554,-0.734795141043869,-0.7325673138539445,0.04237787845850956,0.05489886884063556,0.05527587493020289,-0.416699407722043
-0.03188590517834813,0.5629112370108714,0.035706510363393236,0.03575055990975852,-0.37478195734693526,0.03562948792735895,0.035793171523789497,-0.46858855805364114,0.7734709191929346,0.0356579982968653,-0.11744740962574284,0.035777628040590495,0.11182815052730453,0.03562946064987429,0.035792719443995515,-0.46851744843593207,0.057594657479873225,-0.32441051695501716,0.26132490856209384,-0.24526185453750315,0.1736655635354996,0.6320776018980547,0.17352104915608907,0.8858798263113707,-0.7936448850544888,-0.016009988762376432,-1.3525619498006451,0.8966151126285189,0.2423797706130102,1.4871934200913361,-0.1557623036354699,-1.3046514782963292,0.8886272959885104,1.8715922429048342,-0.23826828024998434,-1.2552730930541687,-1.3177281722935794,0.8966157403185879,0.24314703508350877,1.4870912829291854,-0.15581879638400298,-1.3046313549943303,-0.40334134910231306,-0.41086177325999235,0.9926979621835641,-0.41067847834743143,-0.21465550593306235,-0.41098048175941443,0.9927643615424689,-0.4105766233169698,0.2703494846230193,-0.004565167880078394,-0.4926375982284943,-0.4109854692535876,0.9926912958794818,-0.4107645053038672,-0.053033558003783954,-0.21469682486265446,-0.41098050608830206,0.9927643997291355,-0.4105770277261037,0.27036549676835664,-0.004672587693306581,-0.6823386872113312,0.38270847873287095,-0.49749677764413297,0.44303764410688007,0.44182161802528386,1.7300718003797306,-0.5789987468046343,-0.4974805181322283,0.4527319527374042,0.4567415404954657,-0.21812693394771662,0.9566971996263043,-0.24362598492482138,1.6815082950549816,-0.4974639324695844,0.45062572596276246,0.45655257662440196,1.3910316674654495,1.3713670949110386,-0.579901038150035,-0.4974805531391333,0.4527334484891597,0.45673118131030144,-0.2181604407266462,0.9567973469262409
-0.527181968876033,-0.7639056031871805,-0.6189355976511572,-0.618935673594405,0.6394749465166819,-0.6189498830138623,-0.6190166242072815,0.6555564677240298,-0.9354463164762756,-0.6189639262608686,0.2001615102712709,-0.6190305552211374,-0.18115496554607197,-0.6189498987024741,-0.6190162138141652,0.6553581437985068,-0.6598774364253638,0.32577818390716634,-0.2979994780452552,0.8833470462354334,1.3144969292801343,-1.0728497186063746,1.3149327718077648,-0.5230968544810218,0.716232642295088,0.146017058635781,0.457228573201457,-0.515185953821299,0.33379085567091815,0.6914100186715176,-0.9544126893146638,0.4732421997643019,-0.5226617132265832,0.8220238950654278,-0.9785218558463403,-0.960390743111856,0.45633355873545545,-0.5151850552580295,0.33352852384046183,0.6915281090773326,-0.9544302259272675,0.4732571303320532,0.4024752352194479,-0.3808056271174077,0.8077700964060351,-0.38086223766295524,0.6300589629832343,-0.3808477263084478,0.8077417018207409,-0.38098212491725353,0.9014927289492897,1.0946094242163034,-0.2650869691493672,-0.380855353676756,0.8078071279129354,-0.38093307643761926,1.0775521823294478,0.629963140653262,-0.38084766421721705,0.8077417188761117,-0.3809818322858722,0.9014809841346036,1.0947238341773364,0.3687572057437145,-0.6328606123290634,-0.13935684770592244,-0.3132884079511516,-0.30975483040209156,-0.19254499714139583,0.3527544121911522,-0.13932212665844526,-0.31111509608281623,-0.306353123898687,-0.5888708045029146,0.19558953384320824,-0.8256134704223919,0.4756213699013314,-0.13933739268353604,-0.31067935904093413,-0.30930958100534983,0.34583999901627505,-0.08111124728035513,0.35412521377162964,-0.1393221131920366,-0.311117451608598,-0.3063500738240919,-0.5888215257323363,0.19589575896989544
-0.6525620167405672,0.2479554836184217,-0.08643870845235804,-0.08602941333489075,0.11572377889419662,-0.08642376627863789,-0.08559841829791362,0.08200761923967137,0.3228150728033075,-0.08635373475774293,0.39239395980152875,-0.0859368000069341,-0.2984748164065675,-0.08642380342214033,-0.08559803033463007,0.08187794087164656,-0.7864901588792302,0.6142784244767018,-0.5504568292862886,0.3520162330144122,1.3447475382498757,0.3739399551030061,1.3448004937051208,-0.65383652911572,0.8196697564194145,-0.06398415262225648,0.692586278353651,-0.6527002472415802,-0.24877622620238557,0.019601036978956092,-0.8699859642043928,0.6965634322098514,-0.6536900136431428,-0.43826696736967735,-0.8930001364058896,0.013314243084666624,0.6927205268902353,-0.6527014798994087,-0.24908619262927212,0.020855980233299137,-0.8699957136667946,0.6965616073437242,1.7603585289545132,0.5226370314645159,0.9395643292430802,0.5228260754067665,1.9383027514245679,0.5226392724725871,0.9394864772716455,0.5230072746340927,2.4578423144293837,1.8628505016515777,-0.33536293507099246,0.5227896222601143,0.9395133587605798,0.5229694515080937,1.678596887841177,1.9393498265846918,0.5226392734534007,0.939486431347831,0.5230080029572258,2.4577912202374237,1.864110585312888,0.18699870828945986,-1.373900763735434,-0.1044447929361761,-0.5488394839706593,-0.5447344974563968,-1.1141934128553879,0.2443283422569843,-0.10441467915769603,-0.547808965853048,-0.540886467954365,-0.6682866843443138,0.29500416880996,-1.4472734620195902,0.28191345335330953,-0.10446698844619104,-0.5506396918193865,-0.5470657751532044,0.33931856234890767,-1.3736571573431273,0.24766374051048914,-0.10441465986536708,-0.5478057446597953,-0.5408751988096643,-0.6682224223311469,0.2956893912323728
-0.2251708632434346,0.8163165210374801,-0.09659215519821966,-0.09649113894413196,-0.5009814460723243,-0.09653343816875251,-0.09629202153413431,-0.581334848245833,1.077980064323687,-0.0965582819482996,-0.1528301267077215,-0.0964169405490819,0.17240182597783243,-0.09653347818809006,-0.09629133378345732,-0.5817354494787456,-0.14248470639784333,-0.09217413294100972,0.12239419930139055,-0.446231534362903,0.22220241784608838,0.8837565586592494,0.22275738100215708,0.20670034509664784,-0.029679940127791904,-0.14157947828123582,-0.19553425762894516,0.20770487496981302,-0.3375958380212241,0.8334038798469802,-0.4252974864086835,-0.21267124730079126,0.20576412467790736,0.2295859851351484,-0.4799061916365335,0.17005867444836228,-0.19824004736193243,0.20770369676441244,-0.3392391369205151,0.8325495026809445,-0.4252709116858671,-0.21267117630378138,-0.9934244381237846,-0.6812150410371184,-0.31439062797021483,-0.6809665084370254,-1.099516046089625,-0.6811666673336205,-0.3144071898950873,-0.6807934986544155,-0.3082986409502183,-0.6225505308368685,-0.725948248550539,-0.6812258922917743,-0.31438138129197385,-0.6811006174083,-0.6830213814562346,-1.0998269215064442,-0.6811666315667696,-0.3144071991504844,-0.6807936261486205,-0.30834249445160034,-0.6224910853786987,0.03984646442814926,1.412554626612236,-0.3802921355989965,0.10311016372742325,0.09957674942690065,0.9242849681437918,-0.1090546391234182,-0.38031487407030523,0.09727031565119007,0.08966055752263849,-0.37178200517324994,0.6114775289586915,-0.054520937905808774,0.0910433333521456,-0.38032670771981464,0.1019026750223569,0.09687059224836107,0.3057814368666838,0.7235349910696186,-0.10900148450004783,-0.3803148314890384,0.09728308160375673,0.08966973905906087,-0.37174498377715676,0.6117862032185609
-0.37034752929684733,0.872196191939573,-0.14521919042502487,-0.14504482354823237,-0.11968991144131406,-0.14519934998067105,-0.14476716682069665,-0.25690724823717603,1.325758461358685,-0.14526059485559809,0.2746386324194155,-0.14500162013607729,-0.13119409259917267,-0.14519926930574903,-0.14476604635479728,-0.25759095011867295,-0.30035982945760437,0.10740806574245071,-0.12920428742645904,-0.25910249350326403,-0.861699658492925,1.3353525100979908,-0.8617375363928638,-0.5985668659492522,-1.1447771758230223,-1.3993592471148784,0.2785937938800669,-0.6014694924981906,-2.004533278707459,0.09107884619566757,1.2699016555567615,0.2642610478716947,-0.5981762372490963,-0.20923611016424443,1.137439728467621,0.5007933419559538,0.27403990037025044,-0.601461830124844,-2.0078104590159196,0.08854714965800342,1.2701488992743353,0.26430779222127976,-0.9607623664558727,-0.47942529938310535,0.9639541804704629,-0.47936698270291994,-0.7075726645487674,-0.47942559301392257,0.9639855456760446,-0.4794423510458823,-0.15681695803355758,-0.26809371967229767,-0.20653883292998257,-0.47942892009726673,0.9640324064008476,-0.4795035953956943,-0.2498068440104218,-0.7061114791232819,-0.47942550123122346,0.9639854364116611,-0.47944135911938884,-0.1567430550582393,-0.2687799156265241,-1.0881999441097436,0.7497883009894246,-1.0583011933151676,-0.3183135420260212,-0.32610588348233804,-0.0028002606185428707,-0.23779289082271907,-1.0583022305101524,-0.3190780582491145,-0.3351493111132931,0.6212279486769213,-0.2758655710963173,-0.5080652801695272,-0.4170910477438035,-1.058300652117771,-0.31781700553190073,-0.32734849860105875,-0.3674494945003304,-0.12214291399952633,-0.2276432480717484,-1.05830225111301,-0.3190774792944691,-0.3351492008373492,0.6214361523420452,-0.2771371807530977
0.5344523985397073,1.5643839245276039,0.6941786678370337,0.69421892325101,-1.2353392400349419,0.6942601014731652,0.6943554812628346,-1.2550836198474002,1.6855174443554664,0.6942433174542842,-0.40012794471846475,0.6943004035388559,0.35129485543582006,0.694260176743214,0.6943579662474998,-1.2566393793341653,0.5359093867500286,-0.4345185552437117,0.42175552608040695,-1.1635250892543816,-1.3326976471625174,1.2855102912631198,-1.3327808987247869,2.3315597641047128,-0.8562323070473946,-0.05498295227410591,-1.5838783700228745,2.327407240102445,0.38275994581448824,1.4144129001676098,1.4787542980388029,-1.6084782998844152,2.3309928013700545,1.6378976046557059,2.084855425508617,-0.2912762858400298,-1.5940161322844555,2.327402397907155,0.3821865018202442,1.4130348333844645,1.477472903727182,-1.6084935071599369,-1.3724026694368374,-0.6182480832943048,-0.8318327569078894,-0.6181019285073095,-1.5708136161285409,-0.6182424297100261,-0.8317397575255818,-0.6181583259892621,-1.416182017380515,-1.2311151655883403,-0.1769529942779957,-0.6182888198037723,-0.8318131001984317,-0.6183500311739709,-0.9352640311208081,-1.5706835599266227,-0.6182422959039301,-0.8317396786463827,-0.6181566555869948,-1.4161831468924995,-1.2308295774691076,-0.7510479533071457,0.22105978628448592,-0.3682563255820401,3.344696022073642,3.315686547452321,-0.7890466732167819,-0.21795348087111985,-0.36839427206444836,3.3410475578844587,3.2950761411976006,1.06518477320989,0.7143893022903507,-0.05754760468826843,0.7660003643628353,-0.3683260196521897,3.3245952847920046,3.3043266681601713,0.5894101787760062,0.5248996812416871,-0.22169052392846894,-0.36839427201943553,3.3411180660661857,3.2950556343750317,1.0636350702087254,0.713389905737165
